GeneID	RNA_nucleotide_accession.version	Ensembl_rna_identifier	gene	transcript	mane_select
608	NM_001192.3	ENST00000053243.6	TNFRSF17	NM_001192.3	True
610	NM_001194.4	ENST00000251287.3	HCN2	NM_001194.4	True
611	NM_001385125.1	ENST00000249389.3	OPN1SW	NM_001385125.1	True
613	NM_004327.4	ENST00000305877.13	BCR	NM_004327.4	True
617	NM_001079866.2	ENST00000359273.8	BCS1L	NM_001079866.2	True
622	NM_203314.3	ENST00000392379.6	BDH1	NM_203314.3	True
623	NM_000710.4	ENST00000216629.11	BDKRB1	NM_000710.4	True
624	NM_001379692.1	ENST00000554311.2	BDKRB2	NM_001379692.1	True
627	NM_001709.5	ENST00000356660.9	BDNF	NM_001709.5	True
629	NM_001710.6	ENST00000425368.7	CFB	NM_001710.6	True
631	NM_001195.5	ENST00000377873.8	BFSP1	NM_001195.5	True
632	NM_199173.6	ENST00000368272.5	BGLAP	NM_199173.6	True
634	NM_001712.5	ENST00000161559.11	CEACAM1	NM_001712.5	True
635	NM_001713.3	ENST00000274353.10	BHMT	NM_001713.3	True
636	NM_001714.4	ENST00000652176.1	BICD1	NM_001714.4	True
637	NM_001196.4	ENST00000622694.5	BID	NM_001196.4	True
638	NM_001197.5	ENST00000216115.3	BIK	NM_001197.5	True
639	NM_001198.4	ENST00000369096.9	PRDM1	NM_001198.4	True
640	NM_001715.3	ENST00000259089.9	BLK	NM_001715.3	True
641	NM_000057.4	ENST00000355112.8	BLM	NM_000057.4	True
642	NM_000386.4	ENST00000261714.11	BLMH	NM_000386.4	True
643	NM_001716.5	ENST00000292174.5	CXCR5	NM_001716.5	True
644	NM_000712.4	ENST00000265523.9	BLVRA	NM_000712.4	True
645	NM_000713.3	ENST00000263368.9	BLVRB	NM_000713.3	True
646	NM_001717.4	ENST00000345382.7	BNC1	NM_001717.4	True
648	NM_005180.9	ENST00000376663.8	BMI1	NM_005180.9	True
649	NM_006129.5	ENST00000306385.10	BMP1	NM_006129.5	True
650	NM_001200.4	ENST00000378827.5	BMP2	NM_001200.4	True
651	NM_001201.5	ENST00000282701.4	BMP3	NM_001201.5	True
652	NM_001202.6	ENST00000245451.9	BMP4	NM_001202.6	True
653	NM_021073.4	ENST00000370830.4	BMP5	NM_021073.4	True
654	NM_001718.6	ENST00000283147.7	BMP6	NM_001718.6	True
655	NM_001719.3	ENST00000395863.8	BMP7	NM_001719.3	True
656	NM_001720.5	ENST00000372827.8	BMP8B	NM_001720.5	True
657	NM_004329.3	ENST00000372037.8	BMPR1A	NM_004329.3	True
658	NM_001203.3	ENST00000515059.6	BMPR1B	NM_001203.3	True
659	NM_001204.7	ENST00000374580.10	BMPR2	NM_001204.7	True
661	NM_001722.3	ENST00000306433.9	POLR3D	NM_001722.3	True
662	NM_001205.3	ENST00000351486.10	BNIP1	NM_001205.3	True
663	NM_004330.4	ENST00000607373.6	BNIP2	NM_004330.4	True
664	NM_004052.4	ENST00000368636.9	BNIP3	NM_004052.4	True
665	NM_004331.3	ENST00000380629.7	BNIP3L	NM_004331.3	True
666	NM_032515.5	ENST00000318407.5	BOK	NM_032515.5	True
667	NM_001374736.1	ENST00000680361.1	DST	NM_001374736.1	True
668	NM_023067.4	ENST00000648323.1	FOXL2	NM_023067.4	True
669	NM_001724.5	ENST00000344924.8	BPGM	NM_001724.5	True
670	NM_004332.4	ENST00000380379.10	BPHL	NM_004332.4	True
671	NM_001725.3	ENST00000642449.2	BPI	NM_001725.3	True
672	NM_007294.4	ENST00000357654.9	BRCA1	NM_007294.4	True
673	NM_001374258.1	ENST00000644969.2	BRAF	NM_001374258.1	True
675	NM_000059.4	ENST00000380152.8	BRCA2	NM_000059.4	True
676	NM_207189.4	ENST00000399546.7	BRDT	NM_207189.4	True
677	NM_004926.4	ENST00000439696.3	ZFP36L1	NM_004926.4	True
678	NM_006887.5	ENST00000282388.4	ZFP36L2	NM_006887.5	True
682	NM_001728.4	ENST00000333511.9	BSG	NM_001728.4	True
683	NM_004334.3	ENST00000265016.9	BST1	NM_004334.3	True
684	NM_004335.4	ENST00000252593.7	BST2	NM_004335.4	True
685	NM_001729.4	ENST00000395743.8	BTC	NM_001729.4	True
686	NM_001370658.1	ENST00000643237.3	BTD	NM_001370658.1	True
687	NM_001206.4	ENST00000377126.4	KLF9	NM_001206.4	True
688	NM_001730.5	ENST00000377687.6	KLF5	NM_001730.5	True
689	NM_001037637.2	ENST00000380591.8	BTF3	NM_001037637.2	True
694	NM_001731.3	ENST00000256015.5	BTG1	NM_001731.3	True
696	NM_001732.3	ENST00000684113.1	BTN1A1	NM_001732.3	True
699	NM_004336.5	ENST00000302759.11	BUB1	NM_004336.5	True
701	NM_001211.6	ENST00000287598.11	BUB1B	NM_001211.6	True
705	NM_004053.4	ENST00000230340.9	BYSL	NM_004053.4	True
706	NM_000714.6	ENST00000337554.8	TSPO	NM_000714.6	True
708	NM_001212.4	ENST00000225698.8	C1QBP	NM_001212.4	True
710	NM_000062.3	ENST00000278407.9	SERPING1	NM_000062.3	True
712	NM_015991.4	ENST00000374642.8	C1QA	NM_015991.4	True
713	NM_001378156.1	ENST00000509305.6	C1QB	NM_001378156.1	True
714	NM_172369.5	ENST00000374640.9	C1QC	NM_172369.5	True
715	NM_001733.7	ENST00000647956.2	C1R	NM_001733.7	True
716	NM_001734.5	ENST00000360817.10	C1S	NM_001734.5	True
717	NM_000063.6	ENST00000299367.10	C2	NM_000063.6	True
718	NM_000064.4	ENST00000245907.11	C3	NM_000064.4	True
719	NM_004054.4	ENST00000307637.5	C3AR1	NM_004054.4	True
720	NM_007293.3	ENST00000428956.7	C4A	NM_007293.3	True
721	NM_001002029.4	ENST00000435363.7	C4B	NM_001002029.4	True
722	NM_000715.4	ENST00000367070.8	C4BPA	NM_000715.4	True
725	NM_001017365.3	ENST00000367078.8	C4BPB	NM_001017365.3	True
726	NM_004055.5	ENST00000648180.1	CAPN5	NM_004055.5	True
727	NM_001735.3	ENST00000223642.3	C5	NM_001735.3	True
728	NM_001736.4	ENST00000355085.4	C5AR1	NM_001736.4	True
729	NM_000065.5	ENST00000337836.10	C6	NM_000065.5	True
730	NM_000587.4	ENST00000313164.10	C7	NM_000587.4	True
731	NM_000562.3	ENST00000361249.4	C8A	NM_000562.3	True
732	NM_000066.4	ENST00000371237.9	C8B	NM_000066.4	True
733	NM_000606.3	ENST00000371634.7	C8G	NM_000606.3	True
734	NM_001126111.3	ENST00000451899.7	OSGIN2	NM_001126111.3	True
735	NM_001737.5	ENST00000263408.5	C9	NM_001737.5	True
738	NM_013265.4	ENST00000279281.8	VPS51	NM_013265.4	True
740	NM_004927.4	ENST00000279242.7	MRPL49	NM_004927.4	True
741	NM_014205.4	ENST00000310597.6	ZNHIT2	NM_014205.4	True
744	NM_001584.3	ENST00000358117.10	MPPED2	NM_001584.3	True
745	NM_001127392.3	ENST00000278836.10	MYRF	NM_001127392.3	True
746	NM_014206.4	ENST00000537328.6	TMEM258	NM_014206.4	True
747	NM_006133.3	ENST00000257215.10	DAGLA	NM_006133.3	True
752	NM_005892.4	ENST00000331495.8	FMNL1	NM_005892.4	True
754	NM_004339.4	ENST00000330938.8	PTTG1IP	NM_004339.4	True
755	NM_004928.3	ENST00000339818.9	CFAP410	NM_004928.3	True
757	NM_006134.7	ENST00000542230.7	TMEM50B	NM_006134.7	True
758	NM_001044370.2	ENST00000443721.2	MPPED1	NM_001044370.2	True
759	NM_001128831.4	ENST00000523022.6	CA1	NM_001128831.4	True
760	NM_000067.3	ENST00000285379.10	CA2	NM_000067.3	True
761	NM_005181.4	ENST00000285381.3	CA3	NM_005181.4	True
762	NM_000717.5	ENST00000300900.9	CA4	NM_000717.5	True
763	NM_001739.2	ENST00000649794.3	CA5A	NM_001739.2	True
765	NM_001215.4	ENST00000377443.7	CA6	NM_001215.4	True
766	NM_005182.3	ENST00000338437.7	CA7	NM_005182.3	True
767	NM_004056.6	ENST00000317995.5	CA8	NM_004056.6	True
768	NM_001216.3	ENST00000378357.9	CA9	NM_001216.3	True
770	NM_001217.5	ENST00000084798.9	CA11	NM_001217.5	True
771	NM_001218.5	ENST00000178638.8	CA12	NM_001218.5	True
773	NM_001127222.2	ENST00000360228.11	CACNA1A	NM_001127222.2	True
774	NM_000718.4	ENST00000371372.6	CACNA1B	NM_000718.4	True
775	NM_000719.7	ENST00000399655.6	CACNA1C	NM_000719.7	True
776	NM_001128840.3	ENST00000350061.11	CACNA1D	NM_001128840.3	True
777	NM_001205293.3	ENST00000367573.7	CACNA1E	NM_001205293.3	True
779	NM_000069.3	ENST00000362061.4	CACNA1S	NM_000069.3	True
780	NM_001297654.2	ENST00000376568.8	DDR1	NM_001297654.2	True
781	NM_000722.4	ENST00000356860.8	CACNA2D1	NM_000722.4	True
782	NM_000723.5	ENST00000394303.8	CACNB1	NM_000723.5	True
783	NM_201596.3	ENST00000324631.13	CACNB2	NM_201596.3	True
784	NM_000725.4	ENST00000301050.7	CACNB3	NM_000725.4	True
785	NM_000726.5	ENST00000539935.7	CACNB4	NM_000726.5	True
786	NM_000727.4	ENST00000226021.5	CACNG1	NM_000727.4	True
788	NM_000387.6	ENST00000319017.5	SLC25A20	NM_000387.6	True
790	NM_004341.5	ENST00000264705.9	CAD	NM_004341.5	True
793	NM_004929.4	ENST00000265431.7	CALB1	NM_004929.4	True
794	NM_001740.5	ENST00000302628.9	CALB2	NM_001740.5	True
796	NM_001741.3	ENST00000331587.9	CALCA	NM_001741.3	True
797	NM_000728.4	ENST00000324229.11	CALCB	NM_000728.4	True
799	NM_001742.4	ENST00000426151.7	CALCR	NM_001742.4	True
800	NM_033138.4	ENST00000361675.7	CALD1	NM_033138.4	True
801	NM_006888.6	ENST00000356978.9	CALM1	NM_006888.6	True
805	NM_001743.6	ENST00000272298.12	CALM2	NM_001743.6	True
808	NM_005184.4	ENST00000291295.14	CALM3	NM_005184.4	True
810	NM_005185.4	ENST00000315238.3	CALML3	NM_005185.4	True
811	NM_004343.4	ENST00000316448.10	CALR	NM_004343.4	True
813	NM_001219.5	ENST00000249364.9	CALU	NM_001219.5	True
814	NM_001744.6	ENST00000282356.9	CAMK4	NM_001744.6	True
815	NM_015981.4	ENST00000671881.1	CAMK2A	NM_015981.4	True
816	NM_001220.5	ENST00000395749.7	CAMK2B	NM_001220.5	True
817	NM_001321571.2	ENST00000511664.6	CAMK2D	NM_001321571.2	True
818	NM_001367534.1	ENST00000423381.6	CAMK2G	NM_001367534.1	True
819	NM_001745.4	ENST00000297156.4	CAMLG	NM_001745.4	True
820	NM_004345.5	ENST00000652295.2	CAMP	NM_004345.5	True
821	NM_001746.4	ENST00000247461.9	CANX	NM_001746.4	True
822	NM_001747.4	ENST00000263867.9	CAPG	NM_001747.4	True
823	NM_005186.4	ENST00000279247.11	CAPN1	NM_005186.4	True
824	NM_001748.5	ENST00000295006.6	CAPN2	NM_001748.5	True
825	NM_000070.3	ENST00000397163.8	CAPN3	NM_000070.3	True
826	NM_001749.4	ENST00000246533.8	CAPNS1	NM_001749.4	True
828	NM_004058.5	ENST00000588776.8	CAPS	NM_004058.5	True
829	NM_006135.3	ENST00000263168.4	CAPZA1	NM_006135.3	True
830	NM_006136.3	ENST00000361183.8	CAPZA2	NM_006136.3	True
831	NM_001750.7	ENST00000675179.1	CAST	NM_001750.7	True
832	NM_004930.5	ENST00000264202.8	CAPZB	NM_004930.5	True
833	NM_001014437.3	ENST00000380525.9	CARS1	NM_001014437.3	True
834	NM_001257118.3	ENST00000533400.6	CASP1	NM_001257118.3	True
835	NM_032982.4	ENST00000310447.10	CASP2	NM_032982.4	True
836	NM_004346.4	ENST00000308394.9	CASP3	NM_004346.4	True
837	NM_001225.4	ENST00000444739.7	CASP4	NM_001225.4	True
838	NM_004347.5	ENST00000260315.8	CASP5	NM_004347.5	True
839	NM_001226.4	ENST00000265164.7	CASP6	NM_001226.4	True
840	NM_001227.5	ENST00000369318.8	CASP7	NM_001227.5	True
841	NM_001372051.1	ENST00000673742.1	CASP8	NM_001372051.1	True
842	NM_001229.5	ENST00000333868.10	CASP9	NM_001229.5	True
843	NM_032977.4	ENST00000286186.11	CASP10	NM_032977.4	True
844	NM_001231.5	ENST00000368078.8	CASQ1	NM_001231.5	True
845	NM_001232.4	ENST00000261448.6	CASQ2	NM_001232.4	True
846	NM_000388.4	ENST00000639785.2	CASR	NM_000388.4	True
847	NM_001752.4	ENST00000241052.5	CAT	NM_001752.4	True
857	NM_001753.5	ENST00000341049.7	CAV1	NM_001753.5	True
858	NM_001233.5	ENST00000222693.5	CAV2	NM_001233.5	True
859	NM_033337.3	ENST00000343849.3	CAV3	NM_033337.3	True
860	NM_001024630.4	ENST00000647337.2	RUNX2	NM_001024630.4	True
861	NM_001754.5	ENST00000675419.1	RUNX1	NM_001754.5	True
863	NM_005187.6	ENST00000268679.9	CBFA2T3	NM_005187.6	True
864	NM_004350.3	ENST00000308873.11	RUNX3	NM_004350.3	True
865	NM_022845.3	ENST00000412916.7	CBFB	NM_022845.3	True
866	NM_001756.4	ENST00000341584.4	SERPINA6	NM_001756.4	True
867	NM_005188.4	ENST00000264033.6	CBL	NM_005188.4	True
868	NM_170662.5	ENST00000394030.8	CBLB	NM_170662.5	True
869	NM_004352.4	ENST00000219197.11	CBLN1	NM_004352.4	True
871	NM_001235.5	ENST00000358171.8	SERPINH1	NM_001235.5	True
873	NM_001757.4	ENST00000290349.11	CBR1	NM_001757.4	True
874	NM_001236.4	ENST00000290354.6	CBR3	NM_001236.4	True
881	NM_005893.3	ENST00000335119.4	CCIN	NM_005893.3	True
883	NM_004059.5	ENST00000302586.8	KYAT1	NM_004059.5	True
885	NM_000729.6	ENST00000396169.7	CCK	NM_000729.6	True
886	NM_000730.3	ENST00000295589.4	CCKAR	NM_000730.3	True
887	NM_176875.4	ENST00000334619.7	CCKBR	NM_176875.4	True
889	NM_194454.3	ENST00000394505.7	KRIT1	NM_194454.3	True
890	NM_001237.5	ENST00000274026.10	CCNA2	NM_001237.5	True
891	NM_031966.4	ENST00000256442.10	CCNB1	NM_031966.4	True
892	NM_005190.4	ENST00000520429.6	CCNC	NM_005190.4	True
894	NM_001759.4	ENST00000261254.8	CCND2	NM_001759.4	True
896	NM_001760.5	ENST00000372991.9	CCND3	NM_001760.5	True
898	NM_001238.4	ENST00000262643.8	CCNE1	NM_001238.4	True
899	NM_001761.3	ENST00000397066.9	CCNF	NM_001761.3	True
900	NM_004060.4	ENST00000340828.7	CCNG1	NM_004060.4	True
901	NM_004354.3	ENST00000316355.10	CCNG2	NM_004354.3	True
902	NM_001239.4	ENST00000256897.9	CCNH	NM_001239.4	True
904	NM_001240.4	ENST00000261900.8	CCNT1	NM_001240.4	True
905	NM_058241.3	ENST00000264157.10	CCNT2	NM_058241.3	True
908	NM_001762.4	ENST00000275603.9	CCT6A	NM_001762.4	True
909	NM_001763.3	ENST00000289429.6	CD1A	NM_001763.3	True
910	NM_001764.3	ENST00000368168.4	CD1B	NM_001764.3	True
911	NM_001765.3	ENST00000368170.8	CD1C	NM_001765.3	True
912	NM_001371762.2	ENST00000674085.2	CD1D	NM_001371762.2	True
913	NM_030893.4	ENST00000368167.8	CD1E	NM_030893.4	True
914	NM_001767.5	ENST00000369478.4	CD2	NM_001767.5	True
915	NM_000732.6	ENST00000300692.9	CD3D	NM_000732.6	True
916	NM_000733.4	ENST00000361763.9	CD3E	NM_000733.4	True
917	NM_000073.3	ENST00000532917.3	CD3G	NM_000073.3	True
919	NM_198053.3	ENST00000362089.10	CD247	NM_198053.3	True
920	NM_000616.5	ENST00000011653.9	CD4	NM_000616.5	True
921	NM_014207.4	ENST00000347785.8	CD5	NM_014207.4	True
922	NM_005894.3	ENST00000368174.5	CD5L	NM_005894.3	True
923	NM_006725.5	ENST00000313421.11	CD6	NM_006725.5	True
924	NM_006137.7	ENST00000312648.8	CD7	NM_006137.7	True
925	NM_001768.7	ENST00000283635.8	CD8A	NM_001768.7	True
926	NM_004931.5	ENST00000390655.12	CD8B	NM_004931.5	True
927	NM_001349727.2	ENST00000643224.2	CD8B2	NM_001349727.2	True
928	NM_001769.4	ENST00000009180.10	CD9	NM_001769.4	True
929	NM_000591.4	ENST00000302014.11	CD14	NM_000591.4	True
930	NM_001770.6	ENST00000538922.8	CD19	NM_001770.6	True
931	NM_152866.3	ENST00000345732.9	MS4A1	NM_152866.3	True
932	NM_006138.5	ENST00000278865.8	MS4A3	NM_006138.5	True
933	NM_001771.4	ENST00000085219.10	CD22	NM_001771.4	True
939	NM_001242.5	ENST00000266557.4	CD27	NM_001242.5	True
940	NM_006139.4	ENST00000324106.9	CD28	NM_006139.4	True
941	NM_005191.4	ENST00000264246.8	CD80	NM_005191.4	True
942	NM_175862.5	ENST00000330540.7	CD86	NM_175862.5	True
943	NM_001243.5	ENST00000263932.7	TNFRSF8	NM_001243.5	True
944	NM_001244.4	ENST00000223795.3	TNFSF8	NM_001244.4	True
945	NM_001772.4	ENST00000262262.5	CD33	NM_001772.4	True
946	NM_001245.7	ENST00000425629.8	SIGLEC6	NM_001245.7	True
947	NM_001025109.2	ENST00000310833.12	CD34	NM_001025109.2	True
948	NM_001001548.3	ENST00000447544.7	CD36	NM_001001548.3	True
949	NM_005505.5	ENST00000261693.11	SCARB1	NM_005505.5	True
950	NM_005506.4	ENST00000264896.8	SCARB2	NM_005506.4	True
951	NM_001774.3	ENST00000323906.9	CD37	NM_001774.3	True
952	NM_001775.4	ENST00000226279.8	CD38	NM_001775.4	True
953	NM_001776.6	ENST00000371205.5	ENTPD1	NM_001776.6	True
954	NM_203468.3	ENST00000355097.7	ENTPD2	NM_203468.3	True
955	NM_001247.5	ENST00000376652.9	ENTPD6	NM_001247.5	True
956	NM_001248.4	ENST00000301825.8	ENTPD3	NM_001248.4	True
957	NM_001249.5	ENST00000334696.11	ENTPD5	NM_001249.5	True
958	NM_001250.6	ENST00000372285.8	CD40	NM_001250.6	True
960	NM_000610.4	ENST00000428726.8	CD44	NM_000610.4	True
961	NM_001777.4	ENST00000361309.6	CD47	NM_001777.4	True
962	NM_001778.4	ENST00000368046.8	CD48	NM_001778.4	True
963	NM_000560.4	ENST00000271324.6	CD53	NM_000560.4	True
965	NM_001779.3	ENST00000369489.10	CD58	NM_001779.3	True
966	NM_000611.6	ENST00000642928.2	CD59	NM_000611.6	True
967	NM_001780.6	ENST00000257857.9	CD63	NM_001780.6	True
968	NM_001251.3	ENST00000250092.11	CD68	NM_001251.3	True
969	NM_001781.2	ENST00000228434.7	CD69	NM_001781.2	True
970	NM_001252.5	ENST00000245903.4	CD70	NM_001252.5	True
971	NM_001782.3	ENST00000259633.9	CD72	NM_001782.3	True
972	NM_001025159.3	ENST00000009530.13	CD74	NM_001025159.3	True
973	NM_001783.4	ENST00000221972.8	CD79A	NM_001783.4	True
974	NM_000626.4	ENST00000006750.8	CD79B	NM_000626.4	True
975	NM_004356.4	ENST00000263645.10	CD81	NM_004356.4	True
976	NM_078481.4	ENST00000242786.6	ADGRE5	NM_078481.4	True
977	NM_004357.5	ENST00000397420.9	CD151	NM_004357.5	True
978	NM_001785.3	ENST00000375071.4	CDA	NM_001785.3	True
983	NM_001786.5	ENST00000395284.8	CDK1	NM_001786.5	True
984	NM_033486.3	ENST00000341832.11	CDK11B	NM_033486.3	True
987	NM_001364905.1	ENST00000651943.2	LRBA	NM_001364905.1	True
988	NM_001253.4	ENST00000371477.4	CDC5L	NM_001253.4	True
989	NM_001788.6	ENST00000350320.11	SEPTIN7	NM_001788.6	True
990	NM_001254.4	ENST00000209728.9	CDC6	NM_001254.4	True
991	NM_001255.3	ENST00000310955.11	CDC20	NM_001255.3	True
993	NM_001789.3	ENST00000302506.8	CDC25A	NM_001789.3	True
994	NM_021873.4	ENST00000245960.10	CDC25B	NM_021873.4	True
995	NM_001790.5	ENST00000323760.11	CDC25C	NM_001790.5	True
996	NM_001256.6	ENST00000066544.8	CDC27	NM_001256.6	True
997	NM_004359.2	ENST00000215574.9	CDC34	NM_004359.2	True
998	NM_001791.4	ENST00000656825.1	CDC42	NM_001791.4	True
999	NM_004360.5	ENST00000261769.10	CDH1	NM_004360.5	True
1000	NM_001792.5	ENST00000269141.8	CDH2	NM_001792.5	True
1001	NM_001793.6	ENST00000264012.9	CDH3	NM_001793.6	True
1002	NM_001794.5	ENST00000614565.5	CDH4	NM_001794.5	True
1003	NM_001795.5	ENST00000341529.8	CDH5	NM_001795.5	True
1004	NM_004932.4	ENST00000265071.3	CDH6	NM_004932.4	True
1005	NM_004361.5	ENST00000397968.4	CDH7	NM_004361.5	True
1006	NM_001796.5	ENST00000577390.6	CDH8	NM_001796.5	True
1007	NM_016279.4	ENST00000231021.9	CDH9	NM_016279.4	True
1008	NM_006727.5	ENST00000264463.8	CDH10	NM_006727.5	True
1009	NM_001797.4	ENST00000268603.9	CDH11	NM_001797.4	True
1010	NM_004061.5	ENST00000382254.6	CDH12	NM_004061.5	True
1012	NM_001257.5	ENST00000567109.6	CDH13	NM_001257.5	True
1013	NM_004933.3	ENST00000289746.3	CDH15	NM_004933.3	True
1014	NM_004062.4	ENST00000299752.9	CDH16	NM_004062.4	True
1015	NM_004063.4	ENST00000027335.8	CDH17	NM_004063.4	True
1016	NM_004934.5	ENST00000382275.6	CDH18	NM_004934.5	True
1017	NM_001798.5	ENST00000266970.9	CDK2	NM_001798.5	True
1018	NM_001258.4	ENST00000448471.3	CDK3	NM_001258.4	True
1019	NM_000075.4	ENST00000257904.11	CDK4	NM_000075.4	True
1020	NM_004935.4	ENST00000485972.6	CDK5	NM_004935.4	True
1021	NM_001145306.2	ENST00000424848.3	CDK6	NM_001145306.2	True
1022	NM_001799.4	ENST00000256443.8	CDK7	NM_001799.4	True
1024	NM_001260.3	ENST00000381527.8	CDK8	NM_001260.3	True
1025	NM_001261.4	ENST00000373264.5	CDK9	NM_001261.4	True
1026	NM_000389.5	ENST00000244741.10	CDKN1A	NM_000389.5	True
1027	NM_004064.5	ENST00000228872.9	CDKN1B	NM_004064.5	True
1028	NM_001122630.2	ENST00000440480.8	CDKN1C	NM_001122630.2	True
1029	NM_000077.5	ENST00000304494.10	CDKN2A	NM_000077.5	True
1030	NM_004936.4	ENST00000276925.7	CDKN2B	NM_004936.4	True
1031	NM_078626.3	ENST00000371761.4	CDKN2C	NM_078626.3	True
1032	NM_001800.4	ENST00000393599.3	CDKN2D	NM_001800.4	True
1033	NM_005192.4	ENST00000335183.11	CDKN3	NM_005192.4	True
1036	NM_001801.3	ENST00000250535.5	CDO1	NM_001801.3	True
1039	NM_001802.2	ENST00000268383.7	CDR2	NM_001802.2	True
1040	NM_001263.4	ENST00000295887.6	CDS1	NM_001263.4	True
1041	NM_001264.5	ENST00000376288.3	CDSN	NM_001264.5	True
1043	NM_001803.3	ENST00000374213.3	CD52	NM_001803.3	True
1044	NM_001804.3	ENST00000231656.13	CDX1	NM_001804.3	True
1045	NM_001265.6	ENST00000381020.8	CDX2	NM_001265.6	True
1047	NM_004362.3	ENST00000325617.10	CLGN	NM_004362.3	True
1048	NM_004363.6	ENST00000221992.11	CEACAM5	NM_004363.6	True
1050	NM_004364.5	ENST00000498907.3	CEBPA	NM_004364.5	True
1051	NM_005194.4	ENST00000303004.5	CEBPB	NM_005194.4	True
1052	NM_005195.4	ENST00000408965.4	CEBPD	NM_005195.4	True
1053	NM_001805.4	ENST00000206513.6	CEBPE	NM_001805.4	True
1054	NM_001806.4	ENST00000284000.9	CEBPG	NM_001806.4	True
1056	NM_001807.6	ENST00000372080.8	CEL	NM_001807.6	True
1058	NM_001809.4	ENST00000335756.9	CENPA	NM_001809.4	True
1059	NM_001810.6	ENST00000379751.5	CENPB	NM_001810.6	True
1060	NM_001812.4	ENST00000273853.11	CENPC	NM_001812.4	True
1062	NM_001813.3	ENST00000265148.9	CENPE	NM_001813.3	True
1063	NM_016343.4	ENST00000366955.8	CENPF	NM_016343.4	True
1066	NM_001025195.2	ENST00000360526.8	CES1	NM_001025195.2	True
1068	NM_004066.3	ENST00000327228.5	CETN1	NM_004066.3	True
1070	NM_004365.4	ENST00000283122.8	CETN3	NM_004365.4	True
1071	NM_000078.3	ENST00000200676.8	CETP	NM_000078.3	True
1072	NM_005507.3	ENST00000308162.10	CFL1	NM_005507.3	True
1073	NM_138638.5	ENST00000298159.11	CFL2	NM_138638.5	True
1075	NM_001814.6	ENST00000227266.10	CTSC	NM_001814.6	True
1080	NM_000492.4	ENST00000003084.11	CFTR	NM_000492.4	True
1081	NM_000735.4	ENST00000627148.3	CGA	NM_000735.4	True
1082	NM_000737.5	ENST00000357383.4	CGB3	NM_000737.5	True
1084	NM_001815.5	ENST00000357396.8	CEACAM3	NM_001815.5	True
1087	NM_001291485.2	ENST00000401731.6	CEACAM7	NM_001291485.2	True
1088	NM_001816.4	ENST00000244336.10	CEACAM8	NM_001816.4	True
1089	NM_001817.4	ENST00000221954.7	CEACAM4	NM_001817.4	True
1101	NM_001267.3	ENST00000508540.6	CHAD	NM_001267.3	True
1102	NM_001268.4	ENST00000344532.8	RCBTB2	NM_001268.4	True
1103	NM_020549.5	ENST00000337653.7	CHAT	NM_020549.5	True
1104	NM_001381865.2	ENST00000683442.1	RCC1	NM_001381865.2	True
1105	NM_001270.4	ENST00000614616.5	CHD1	NM_001270.4	True
1106	NM_001271.4	ENST00000394196.9	CHD2	NM_001271.4	True
1107	NM_001005273.3	ENST00000330494.12	CHD3	NM_001005273.3	True
1108	NM_001273.5	ENST00000544040.7	CHD4	NM_001273.5	True
1109	NM_001818.5	ENST00000263126.3	AKR1C4	NM_001818.5	True
1111	NM_001114122.3	ENST00000438015.7	CHEK1	NM_001114122.3	True
1112	NM_005197.4	ENST00000557258.6	FOXN3	NM_005197.4	True
1113	NM_001275.4	ENST00000216492.10	CHGA	NM_001275.4	True
1114	NM_001819.3	ENST00000378961.9	CHGB	NM_001819.3	True
1116	NM_001276.4	ENST00000255409.8	CHI3L1	NM_001276.4	True
1117	NM_004000.3	ENST00000369748.9	CHI3L2	NM_004000.3	True
1118	NM_003465.3	ENST00000367229.6	CHIT1	NM_003465.3	True
1119	NM_001277.3	ENST00000265689.9	CHKA	NM_001277.3	True
1120	NM_005198.5	ENST00000406938.3	CHKB	NM_005198.5	True
1122	NM_001381853.1	ENST00000366553.3	CHML	NM_001381853.1	True
1123	NM_001822.7	ENST00000409900.9	CHN1	NM_001822.7	True
1124	NM_004067.4	ENST00000222792.11	CHN2	NM_004067.4	True
1128	NM_000738.3	ENST00000306960.4	CHRM1	NM_000738.3	True
1129	NM_001006630.2	ENST00000680005.1	CHRM2	NM_001006630.2	True
1130	NM_000081.4	ENST00000389793.7	LYST	NM_000081.4	True
1131	NM_001375978.1	ENST00000676153.1	CHRM3	NM_001375978.1	True
1132	NM_000741.5	ENST00000682254.1	CHRM4	NM_000741.5	True
1133	NM_012125.4	ENST00000383263.7	CHRM5	NM_012125.4	True
1134	NM_000079.4	ENST00000348749.9	CHRNA1	NM_000079.4	True
1135	NM_000742.4	ENST00000407991.3	CHRNA2	NM_000742.4	True
1136	NM_000743.5	ENST00000326828.6	CHRNA3	NM_000743.5	True
1137	NM_000744.7	ENST00000370263.9	CHRNA4	NM_000744.7	True
1139	NM_000746.6	ENST00000306901.9	CHRNA7	NM_000746.6	True
1140	NM_000747.3	ENST00000306071.7	CHRNB1	NM_000747.3	True
1141	NM_000748.3	ENST00000368476.4	CHRNB2	NM_000748.3	True
1142	NM_000749.5	ENST00000289957.3	CHRNB3	NM_000749.5	True
1143	NM_000750.5	ENST00000261751.8	CHRNB4	NM_000750.5	True
1144	NM_000751.3	ENST00000258385.8	CHRND	NM_000751.3	True
1145	NM_000080.4	ENST00000649488.2	CHRNE	NM_000080.4	True
